Vardas             Pavarde          ND1  ND2  ND3  ND4  ND5  Egz. 
Vardas536          Pavarde536       2    9    2    0    10   5    
Vardas537          Pavarde537       0    3    4    2    10   3    
Vardas538          Pavarde538       0    3    6    1    10   10   
Vardas539          Pavarde539       6    7    2    10   9    10   
Vardas540          Pavarde540       8    9    6    2    1    6    
Vardas541          Pavarde541       8    3    10   2    9    4    
Vardas542          Pavarde542       1    2    6    10   3    10   
Vardas543          Pavarde543       1    10   6    9    2    1    
Vardas544          Pavarde544       7    6    3    4    9    1    
Vardas545          Pavarde545       10   3    5    1    10   3    
Vardas546          Pavarde546       7    4    5    10   10   6    
Vardas547          Pavarde547       9    4    1    9    3    9    
Vardas548          Pavarde548       1    10   6    9    6    1    
Vardas549          Pavarde549       6    10   8    3    8    10   
Vardas550          Pavarde550       2    9    3    0    7    4    
Vardas551          Pavarde551       10   10   0    9    9    5    
Vardas552          Pavarde552       5    7    4    1    3    3    
Vardas553          Pavarde553       5    9    6    6    5    10   
Vardas554          Pavarde554       0    5    10   6    3    6    
Vardas555          Pavarde555       5    2    0    10   4    3    
Vardas556          Pavarde556       1    7    8    8    0    8    
Vardas557          Pavarde557       6    3    4    2    8    10   
Vardas558          Pavarde558       8    4    5    1    10   2    
Vardas559          Pavarde559       8    6    9    4    10   4    
Vardas560          Pavarde560       6    5    4    0    7    0    
Vardas561          Pavarde561       9    5    1    1    3    6    
Vardas562          Pavarde562       7    1    6    0    4    6    
Vardas563          Pavarde563       9    1    0    9    3    4    
Vardas564          Pavarde564       3    9    5    6    3    9    
Vardas565          Pavarde565       0    7    8    6    10   1    
Vardas566          Pavarde566       2    8    10   8    0    6    
Vardas567          Pavarde567       8    10   10   4    5    4    
Vardas568          Pavarde568       4    0    10   2    6    9    
Vardas569          Pavarde569       5    1    2    8    6    9    
Vardas570          Pavarde570       9    0    8    10   9    4    
Vardas571          Pavarde571       7    5    4    5    4    9    
Vardas572          Pavarde572       5    7    9    10   2    10   
Vardas573          Pavarde573       8    8    10   9    1    5    
Vardas574          Pavarde574       6    7    8    4    4    6    
Vardas575          Pavarde575       0    3    4    8    2    6    
Vardas576          Pavarde576       6    1    3    4    8    2    
Vardas577          Pavarde577       2    0    2    10   7    4    
Vardas578          Pavarde578       3    2    5    4    6    9    
Vardas579          Pavarde579       4    10   0    8    6    8    
Vardas580          Pavarde580       9    2    7    0    7    7    
Vardas581          Pavarde581       1    4    1    0    2    7    
Vardas582          Pavarde582       7    2    1    2    3    8    
Vardas583          Pavarde583       0    6    6    3    7    10   
Vardas584          Pavarde584       7    10   8    0    3    7    
Vardas585          Pavarde585       10   4    6    9    5    10   
Vardas586          Pavarde586       10   5    6    0    8    0    
Vardas587          Pavarde587       0    0    8    2    2    9    
Vardas588          Pavarde588       1    3    9    5    5    1    
Vardas589          Pavarde589       6    6    5    9    1    6    
Vardas590          Pavarde590       9    6    10   2    0    3    
Vardas591          Pavarde591       3    4    4    4    1    3    
Vardas592          Pavarde592       0    1    1    4    0    1    
Vardas593          Pavarde593       10   1    0    9    9    4    
Vardas594          Pavarde594       9    6    1    3    0    0    
Vardas595          Pavarde595       6    6    8    9    6    5    
Vardas596          Pavarde596       9    5    9    7    10   7    
Vardas597          Pavarde597       8    0    9    8    10   6    
Vardas598          Pavarde598       9    3    5    7    8    9    
Vardas599          Pavarde599       10   7    5    2    3    4    
Vardas600          Pavarde600       9    10   10   1    6    1    
Vardas601          Pavarde601       9    2    9    8    10   2    
Vardas602          Pavarde602       1    7    0    5    0    7    
Vardas603          Pavarde603       9    10   0    3    2    8    
Vardas604          Pavarde604       3    4    9    9    8    6    
Vardas605          Pavarde605       2    1    3    6    1    10   
Vardas606          Pavarde606       0    8    8    10   10   7    
Vardas607          Pavarde607       5    4    0    10   9    4    
Vardas608          Pavarde608       9    2    4    0    8    3    
Vardas609          Pavarde609       1    3    6    10   3    3    
Vardas610          Pavarde610       8    1    6    10   4    3    
Vardas611          Pavarde611       0    7    1    9    4    10   
Vardas612          Pavarde612       5    2    10   9    10   5    
Vardas613          Pavarde613       8    3    8    5    7    9    
Vardas614          Pavarde614       3    6    7    7    2    1    
Vardas615          Pavarde615       1    9    4    10   7    2    
Vardas616          Pavarde616       1    6    3    3    9    5    
Vardas617          Pavarde617       3    9    9    0    2    4    
Vardas618          Pavarde618       3    10   5    2    4    7    
Vardas619          Pavarde619       1    0    1    10   6    1    
Vardas620          Pavarde620       6    9    8    0    2    0    
Vardas621          Pavarde621       0    8    6    6    10   3    
Vardas622          Pavarde622       8    6    8    0    8    4    
Vardas623          Pavarde623       9    6    7    6    6    8    
Vardas624          Pavarde624       5    6    9    5    1    2    
Vardas625          Pavarde625       5    0    7    7    0    8    
Vardas626          Pavarde626       6    4    9    10   6    5    
Vardas627          Pavarde627       8    1    3    8    4    7    
Vardas628          Pavarde628       1    8    4    5    3    8    
Vardas629          Pavarde629       8    1    3    0    5    4    
Vardas630          Pavarde630       10   10   0    9    2    2    
Vardas631          Pavarde631       5    10   4    7    6    9    
Vardas632          Pavarde632       4    1    2    4    5    6    
Vardas633          Pavarde633       1    10   1    3    7    9    
Vardas634          Pavarde634       9    8    4    2    1    8    
Vardas635          Pavarde635       9    7    1    9    7    3    
Vardas636          Pavarde636       7    4    8    7    4    5    
Vardas637          Pavarde637       4    0    3    4    1    6    
Vardas638          Pavarde638       0    5    5    2    0    7    
Vardas639          Pavarde639       1    10   0    5    3    4    
Vardas640          Pavarde640       3    8    4    6    8    0    
Vardas641          Pavarde641       0    9    5    8    3    10   
Vardas642          Pavarde642       0    2    9    7    2    8    
Vardas643          Pavarde643       3    6    4    9    6    2    
Vardas644          Pavarde644       4    0    2    8    0    8    
Vardas645          Pavarde645       7    6    9    9    1    6    
Vardas646          Pavarde646       7    8    4    7    2    0    
Vardas647          Pavarde647       7    10   7    0    7    6    
Vardas648          Pavarde648       5    9    1    4    0    6    
Vardas649          Pavarde649       10   1    0    9    6    6    
Vardas650          Pavarde650       0    3    3    5    5    8    
Vardas651          Pavarde651       1    9    5    10   5    1    
Vardas652          Pavarde652       9    4    5    0    9    2    
Vardas653          Pavarde653       5    3    9    7    5    7    
Vardas654          Pavarde654       8    6    4    1    10   8    
Vardas655          Pavarde655       7    8    7    6    2    2    
Vardas656          Pavarde656       5    8    6    10   5    7    
Vardas657          Pavarde657       5    6    4    1    0    6    
Vardas658          Pavarde658       4    5    2    7    10   8    
Vardas659          Pavarde659       7    5    1    9    5    3    
Vardas660          Pavarde660       3    0    8    8    6    0    
Vardas661          Pavarde661       2    7    2    3    5    4    
